year,month,region,food.item,cost
2012,11,Canada,"Blade roast, 1 kilogram",11.59
2012,12,Canada,"Blade roast, 1 kilogram",11.54
2013,1,Canada,"Blade roast, 1 kilogram",11.59
2013,2,Canada,"Blade roast, 1 kilogram",11.97
2013,3,Canada,"Blade roast, 1 kilogram",11.82
2013,4,Canada,"Blade roast, 1 kilogram",12.14
2013,5,Canada,"Blade roast, 1 kilogram",12.22
2013,6,Canada,"Blade roast, 1 kilogram",12.11
2013,7,Canada,"Blade roast, 1 kilogram",12.16
2013,8,Canada,"Blade roast, 1 kilogram",12.03
2013,9,Canada,"Blade roast, 1 kilogram",12.1
2013,10,Canada,"Blade roast, 1 kilogram",11.99
2013,11,Canada,"Blade roast, 1 kilogram",11.99
2013,12,Canada,"Blade roast, 1 kilogram",11.98
2014,1,Canada,"Blade roast, 1 kilogram",11.97
2014,2,Canada,"Blade roast, 1 kilogram",12.79
2014,3,Canada,"Blade roast, 1 kilogram",13.59
2014,4,Canada,"Blade roast, 1 kilogram",13.97
2014,5,Canada,"Blade roast, 1 kilogram",14.28
2014,6,Canada,"Blade roast, 1 kilogram",14.3
2014,7,Canada,"Blade roast, 1 kilogram",14.5
2014,8,Canada,"Blade roast, 1 kilogram",14.32
2014,9,Canada,"Blade roast, 1 kilogram",14.82
2014,10,Canada,"Blade roast, 1 kilogram",14.92
2014,11,Canada,"Blade roast, 1 kilogram",15.21
2014,12,Canada,"Blade roast, 1 kilogram",15.22
2015,1,Canada,"Blade roast, 1 kilogram",15.39
2015,2,Canada,"Blade roast, 1 kilogram",15.94
2015,3,Canada,"Blade roast, 1 kilogram",15.66
2015,4,Canada,"Blade roast, 1 kilogram",16.02
2015,5,Canada,"Blade roast, 1 kilogram",16.26
2015,6,Canada,"Blade roast, 1 kilogram",16.44
2015,7,Canada,"Blade roast, 1 kilogram",16.53
2015,8,Canada,"Blade roast, 1 kilogram",16.1
2015,9,Canada,"Blade roast, 1 kilogram",16.15
2015,10,Canada,"Blade roast, 1 kilogram",16.65
2015,11,Canada,"Blade roast, 1 kilogram",16.46
2015,12,Canada,"Blade roast, 1 kilogram",16.56
2016,1,Canada,"Blade roast, 1 kilogram",16.7
2016,2,Canada,"Blade roast, 1 kilogram",16.94
2016,3,Canada,"Blade roast, 1 kilogram",17.21
2016,4,Canada,"Blade roast, 1 kilogram",16.94
2016,5,Canada,"Blade roast, 1 kilogram",16.99
2016,6,Canada,"Blade roast, 1 kilogram",16.63
2016,7,Canada,"Blade roast, 1 kilogram",16.82
2016,8,Canada,"Blade roast, 1 kilogram",16.3
1995,1,Canada,"Stewing beef, 1 kilogram",7.12
1995,2,Canada,"Stewing beef, 1 kilogram",7.27
1995,3,Canada,"Stewing beef, 1 kilogram",7.36
1995,4,Canada,"Stewing beef, 1 kilogram",7.25
1995,5,Canada,"Stewing beef, 1 kilogram",7.26
1995,6,Canada,"Stewing beef, 1 kilogram",7.19
1995,7,Canada,"Stewing beef, 1 kilogram",7.22
1995,8,Canada,"Stewing beef, 1 kilogram",7.12
1995,9,Canada,"Stewing beef, 1 kilogram",6.84
1995,10,Canada,"Stewing beef, 1 kilogram",7.05
1995,11,Canada,"Stewing beef, 1 kilogram",7.01
1995,12,Canada,"Stewing beef, 1 kilogram",7.19
1996,1,Canada,"Stewing beef, 1 kilogram",6.76
1996,2,Canada,"Stewing beef, 1 kilogram",6.76
1996,3,Canada,"Stewing beef, 1 kilogram",6.84
1996,4,Canada,"Stewing beef, 1 kilogram",6.84
1996,5,Canada,"Stewing beef, 1 kilogram",6.82
1996,6,Canada,"Stewing beef, 1 kilogram",6.68
1996,7,Canada,"Stewing beef, 1 kilogram",6.71
1996,8,Canada,"Stewing beef, 1 kilogram",6.62
1996,9,Canada,"Stewing beef, 1 kilogram",6.56
1996,10,Canada,"Stewing beef, 1 kilogram",6.67
1996,11,Canada,"Stewing beef, 1 kilogram",6.48
1996,12,Canada,"Stewing beef, 1 kilogram",6.83
1997,1,Canada,"Stewing beef, 1 kilogram",6.62
1997,2,Canada,"Stewing beef, 1 kilogram",6.68
1997,3,Canada,"Stewing beef, 1 kilogram",6.81
1997,4,Canada,"Stewing beef, 1 kilogram",6.82
1997,5,Canada,"Stewing beef, 1 kilogram",6.79
1997,6,Canada,"Stewing beef, 1 kilogram",6.89
1997,7,Canada,"Stewing beef, 1 kilogram",6.86
1997,8,Canada,"Stewing beef, 1 kilogram",6.89
1997,9,Canada,"Stewing beef, 1 kilogram",6.78
1997,10,Canada,"Stewing beef, 1 kilogram",6.92
1997,11,Canada,"Stewing beef, 1 kilogram",6.93
1997,12,Canada,"Stewing beef, 1 kilogram",7.06
1998,1,Canada,"Stewing beef, 1 kilogram",6.68
1998,2,Canada,"Stewing beef, 1 kilogram",6.64
1998,3,Canada,"Stewing beef, 1 kilogram",6.58
1998,4,Canada,"Stewing beef, 1 kilogram",6.64
1998,5,Canada,"Stewing beef, 1 kilogram",6.65
1998,6,Canada,"Stewing beef, 1 kilogram",6.67
1998,7,Canada,"Stewing beef, 1 kilogram",6.58
1998,8,Canada,"Stewing beef, 1 kilogram",6.7
1998,9,Canada,"Stewing beef, 1 kilogram",6.52
1998,10,Canada,"Stewing beef, 1 kilogram",6.65
1998,11,Canada,"Stewing beef, 1 kilogram",6.68
1998,12,Canada,"Stewing beef, 1 kilogram",6.77
1999,1,Canada,"Stewing beef, 1 kilogram",6.69
1999,2,Canada,"Stewing beef, 1 kilogram",6.66
1999,3,Canada,"Stewing beef, 1 kilogram",6.84
1999,4,Canada,"Stewing beef, 1 kilogram",6.92
1999,5,Canada,"Stewing beef, 1 kilogram",7.02
1999,6,Canada,"Stewing beef, 1 kilogram",7.02
1999,7,Canada,"Stewing beef, 1 kilogram",7.04
1999,8,Canada,"Stewing beef, 1 kilogram",7.02
1999,9,Canada,"Stewing beef, 1 kilogram",6.8
1999,10,Canada,"Stewing beef, 1 kilogram",6.86
1999,11,Canada,"Stewing beef, 1 kilogram",6.9
1999,12,Canada,"Stewing beef, 1 kilogram",6.98
2000,1,Canada,"Stewing beef, 1 kilogram",6.8
2000,2,Canada,"Stewing beef, 1 kilogram",6.98
2000,3,Canada,"Stewing beef, 1 kilogram",7.07
2000,4,Canada,"Stewing beef, 1 kilogram",7.3
2000,5,Canada,"Stewing beef, 1 kilogram",7.41
2000,6,Canada,"Stewing beef, 1 kilogram",7.34
2000,7,Canada,"Stewing beef, 1 kilogram",7.34
2000,8,Canada,"Stewing beef, 1 kilogram",7.24
2000,9,Canada,"Stewing beef, 1 kilogram",7.17
2000,10,Canada,"Stewing beef, 1 kilogram",7.12
2000,11,Canada,"Stewing beef, 1 kilogram",7.28
2000,12,Canada,"Stewing beef, 1 kilogram",7.57
2001,1,Canada,"Stewing beef, 1 kilogram",7.43
2001,2,Canada,"Stewing beef, 1 kilogram",7.91
2001,3,Canada,"Stewing beef, 1 kilogram",8.17
2001,4,Canada,"Stewing beef, 1 kilogram",8.45
2001,5,Canada,"Stewing beef, 1 kilogram",8.54
2001,6,Canada,"Stewing beef, 1 kilogram",8.34
2001,7,Canada,"Stewing beef, 1 kilogram",8.12
2001,8,Canada,"Stewing beef, 1 kilogram",7.99
2001,9,Canada,"Stewing beef, 1 kilogram",7.97
2001,10,Canada,"Stewing beef, 1 kilogram",8.14
2001,11,Canada,"Stewing beef, 1 kilogram",8.04
2001,12,Canada,"Stewing beef, 1 kilogram",8.2
2002,1,Canada,"Stewing beef, 1 kilogram",8.18
2002,2,Canada,"Stewing beef, 1 kilogram",8.36
2002,3,Canada,"Stewing beef, 1 kilogram",8.39
2002,4,Canada,"Stewing beef, 1 kilogram",8.27
2002,5,Canada,"Stewing beef, 1 kilogram",8.54
2002,6,Canada,"Stewing beef, 1 kilogram",8.52
2002,7,Canada,"Stewing beef, 1 kilogram",8.59
2002,8,Canada,"Stewing beef, 1 kilogram",8.39
2002,9,Canada,"Stewing beef, 1 kilogram",8.22
2002,10,Canada,"Stewing beef, 1 kilogram",8.33
2002,11,Canada,"Stewing beef, 1 kilogram",8.36
2002,12,Canada,"Stewing beef, 1 kilogram",8.64
2003,1,Canada,"Stewing beef, 1 kilogram",8.39
2003,2,Canada,"Stewing beef, 1 kilogram",8.79
2003,3,Canada,"Stewing beef, 1 kilogram",9.01
2003,4,Canada,"Stewing beef, 1 kilogram",9.03
2003,5,Canada,"Stewing beef, 1 kilogram",9.04
2003,6,Canada,"Stewing beef, 1 kilogram",9.05
2003,7,Canada,"Stewing beef, 1 kilogram",8.81
2003,8,Canada,"Stewing beef, 1 kilogram",8.02
2003,9,Canada,"Stewing beef, 1 kilogram",7.76
2003,10,Canada,"Stewing beef, 1 kilogram",8.41
2003,11,Canada,"Stewing beef, 1 kilogram",8.72
2003,12,Canada,"Stewing beef, 1 kilogram",8.79
2004,1,Canada,"Stewing beef, 1 kilogram",8.73
2004,2,Canada,"Stewing beef, 1 kilogram",8.76
2004,3,Canada,"Stewing beef, 1 kilogram",8.95
2004,4,Canada,"Stewing beef, 1 kilogram",9.03
2004,5,Canada,"Stewing beef, 1 kilogram",9.13
2004,6,Canada,"Stewing beef, 1 kilogram",9.06
2004,7,Canada,"Stewing beef, 1 kilogram",9.13
2004,8,Canada,"Stewing beef, 1 kilogram",9.19
2004,9,Canada,"Stewing beef, 1 kilogram",9.2
2004,10,Canada,"Stewing beef, 1 kilogram",9.3
2004,11,Canada,"Stewing beef, 1 kilogram",9.1
2004,12,Canada,"Stewing beef, 1 kilogram",9.26
2005,1,Canada,"Stewing beef, 1 kilogram",9.25
2005,2,Canada,"Stewing beef, 1 kilogram",9.47
2005,3,Canada,"Stewing beef, 1 kilogram",9.33
2005,4,Canada,"Stewing beef, 1 kilogram",9.44
2005,5,Canada,"Stewing beef, 1 kilogram",9.54
2005,6,Canada,"Stewing beef, 1 kilogram",9.53
2005,7,Canada,"Stewing beef, 1 kilogram",9.51
2005,8,Canada,"Stewing beef, 1 kilogram",9.58
2005,9,Canada,"Stewing beef, 1 kilogram",9.18
2005,10,Canada,"Stewing beef, 1 kilogram",9.41
2005,11,Canada,"Stewing beef, 1 kilogram",9.13
2005,12,Canada,"Stewing beef, 1 kilogram",9.19
2006,1,Canada,"Stewing beef, 1 kilogram",9.32
2006,2,Canada,"Stewing beef, 1 kilogram",9.25
2006,3,Canada,"Stewing beef, 1 kilogram",9.01
2006,4,Canada,"Stewing beef, 1 kilogram",9.12
2006,5,Canada,"Stewing beef, 1 kilogram",9.09
2006,6,Canada,"Stewing beef, 1 kilogram",9.41
2006,7,Canada,"Stewing beef, 1 kilogram",9.3
2006,8,Canada,"Stewing beef, 1 kilogram",9.36
2006,9,Canada,"Stewing beef, 1 kilogram",9.04
2006,10,Canada,"Stewing beef, 1 kilogram",9.23
2006,11,Canada,"Stewing beef, 1 kilogram",9.08
2006,12,Canada,"Stewing beef, 1 kilogram",8.89
2007,1,Canada,"Stewing beef, 1 kilogram",9.04
2007,2,Canada,"Stewing beef, 1 kilogram",9.18
2007,3,Canada,"Stewing beef, 1 kilogram",9.07
2007,4,Canada,"Stewing beef, 1 kilogram",9.38
2007,5,Canada,"Stewing beef, 1 kilogram",9.63
2007,6,Canada,"Stewing beef, 1 kilogram",9.58
2007,7,Canada,"Stewing beef, 1 kilogram",9.43
2007,8,Canada,"Stewing beef, 1 kilogram",9.25
2007,9,Canada,"Stewing beef, 1 kilogram",9.12
2007,10,Canada,"Stewing beef, 1 kilogram",9.3
2007,11,Canada,"Stewing beef, 1 kilogram",9.06
2007,12,Canada,"Stewing beef, 1 kilogram",9.01
2008,1,Canada,"Stewing beef, 1 kilogram",8.93
2008,2,Canada,"Stewing beef, 1 kilogram",9.08
2008,3,Canada,"Stewing beef, 1 kilogram",9.04
2008,4,Canada,"Stewing beef, 1 kilogram",8.92
2008,5,Canada,"Stewing beef, 1 kilogram",9.27
2008,6,Canada,"Stewing beef, 1 kilogram",9.38
2008,7,Canada,"Stewing beef, 1 kilogram",9.53
2008,8,Canada,"Stewing beef, 1 kilogram",9.59
2008,9,Canada,"Stewing beef, 1 kilogram",9.34
2008,10,Canada,"Stewing beef, 1 kilogram",9.61
2008,11,Canada,"Stewing beef, 1 kilogram",9.4
2008,12,Canada,"Stewing beef, 1 kilogram",9.72
2009,1,Canada,"Stewing beef, 1 kilogram",9.37
2009,2,Canada,"Stewing beef, 1 kilogram",9.78
2009,3,Canada,"Stewing beef, 1 kilogram",9.57
2009,4,Canada,"Stewing beef, 1 kilogram",10.14
2009,5,Canada,"Stewing beef, 1 kilogram",10.39
2009,6,Canada,"Stewing beef, 1 kilogram",10.27
2009,7,Canada,"Stewing beef, 1 kilogram",10.36
2009,8,Canada,"Stewing beef, 1 kilogram",10.2
2009,9,Canada,"Stewing beef, 1 kilogram",9.83
2009,10,Canada,"Stewing beef, 1 kilogram",9.65
2009,11,Canada,"Stewing beef, 1 kilogram",9.6
2009,12,Canada,"Stewing beef, 1 kilogram",9.78
2010,1,Canada,"Stewing beef, 1 kilogram",9.34
2010,2,Canada,"Stewing beef, 1 kilogram",9.27
2010,3,Canada,"Stewing beef, 1 kilogram",9.26
2010,4,Canada,"Stewing beef, 1 kilogram",9.6
2010,5,Canada,"Stewing beef, 1 kilogram",9.78
2010,6,Canada,"Stewing beef, 1 kilogram",10.02
2010,7,Canada,"Stewing beef, 1 kilogram",9.95
2010,8,Canada,"Stewing beef, 1 kilogram",9.85
2010,9,Canada,"Stewing beef, 1 kilogram",9.77
2010,10,Canada,"Stewing beef, 1 kilogram",9.74
2010,11,Canada,"Stewing beef, 1 kilogram",9.72
2010,12,Canada,"Stewing beef, 1 kilogram",9.67
2011,1,Canada,"Stewing beef, 1 kilogram",9.48
2011,2,Canada,"Stewing beef, 1 kilogram",9.81
2011,3,Canada,"Stewing beef, 1 kilogram",9.98
2011,4,Canada,"Stewing beef, 1 kilogram",10.25
2011,5,Canada,"Stewing beef, 1 kilogram",10.55
2011,6,Canada,"Stewing beef, 1 kilogram",10.57
2011,7,Canada,"Stewing beef, 1 kilogram",10.58
2011,8,Canada,"Stewing beef, 1 kilogram",10.49
2011,9,Canada,"Stewing beef, 1 kilogram",10.28
2011,10,Canada,"Stewing beef, 1 kilogram",10.33
2011,11,Canada,"Stewing beef, 1 kilogram",10.25
2011,12,Canada,"Stewing beef, 1 kilogram",10.58
2012,1,Canada,"Stewing beef, 1 kilogram",10.65
2012,2,Canada,"Stewing beef, 1 kilogram",10.75
2012,3,Canada,"Stewing beef, 1 kilogram",11.05
2012,4,Canada,"Stewing beef, 1 kilogram",11.13
2012,5,Canada,"Stewing beef, 1 kilogram",11.34
2012,6,Canada,"Stewing beef, 1 kilogram",11.33
2012,7,Canada,"Stewing beef, 1 kilogram",11.34
2012,8,Canada,"Stewing beef, 1 kilogram",11.35
2012,9,Canada,"Stewing beef, 1 kilogram",11
2012,10,Canada,"Stewing beef, 1 kilogram",11.08
2012,11,Canada,"Stewing beef, 1 kilogram",10.7
2012,12,Canada,"Stewing beef, 1 kilogram",10.91
2013,1,Canada,"Stewing beef, 1 kilogram",10.76
2013,2,Canada,"Stewing beef, 1 kilogram",10.9
2013,3,Canada,"Stewing beef, 1 kilogram",11.1
2013,4,Canada,"Stewing beef, 1 kilogram",11.21
2013,5,Canada,"Stewing beef, 1 kilogram",11.57
2013,6,Canada,"Stewing beef, 1 kilogram",11.64
2013,7,Canada,"Stewing beef, 1 kilogram",11.55
2013,8,Canada,"Stewing beef, 1 kilogram",11.52
2013,9,Canada,"Stewing beef, 1 kilogram",11.41
2013,10,Canada,"Stewing beef, 1 kilogram",11.47
2013,11,Canada,"Stewing beef, 1 kilogram",11.29
2013,12,Canada,"Stewing beef, 1 kilogram",11.4
2014,1,Canada,"Stewing beef, 1 kilogram",11.35
2014,2,Canada,"Stewing beef, 1 kilogram",12.48
2014,3,Canada,"Stewing beef, 1 kilogram",12.88
2014,4,Canada,"Stewing beef, 1 kilogram",13.22
2014,5,Canada,"Stewing beef, 1 kilogram",13.86
2014,6,Canada,"Stewing beef, 1 kilogram",14.4
2014,7,Canada,"Stewing beef, 1 kilogram",14.65
2014,8,Canada,"Stewing beef, 1 kilogram",14.63
2014,9,Canada,"Stewing beef, 1 kilogram",14.88
2014,10,Canada,"Stewing beef, 1 kilogram",15.33
2014,11,Canada,"Stewing beef, 1 kilogram",14.86
2014,12,Canada,"Stewing beef, 1 kilogram",15.66
2015,1,Canada,"Stewing beef, 1 kilogram",15.4
2015,2,Canada,"Stewing beef, 1 kilogram",15.82
2015,3,Canada,"Stewing beef, 1 kilogram",15.99
2015,4,Canada,"Stewing beef, 1 kilogram",16.35
2015,5,Canada,"Stewing beef, 1 kilogram",16.94
2015,6,Canada,"Stewing beef, 1 kilogram",17.12
2015,7,Canada,"Stewing beef, 1 kilogram",17.35
2015,8,Canada,"Stewing beef, 1 kilogram",17.41
2015,9,Canada,"Stewing beef, 1 kilogram",17.21
2015,10,Canada,"Stewing beef, 1 kilogram",17.27
2015,11,Canada,"Stewing beef, 1 kilogram",16.98
2015,12,Canada,"Stewing beef, 1 kilogram",16.73
2016,1,Canada,"Stewing beef, 1 kilogram",16.48
2016,2,Canada,"Stewing beef, 1 kilogram",16.67
2016,3,Canada,"Stewing beef, 1 kilogram",16.95
2016,4,Canada,"Stewing beef, 1 kilogram",17.28
2016,5,Canada,"Stewing beef, 1 kilogram",17.24
2016,6,Canada,"Stewing beef, 1 kilogram",16.98
2016,7,Canada,"Stewing beef, 1 kilogram",16.92
2016,8,Canada,"Stewing beef, 1 kilogram",16.53
1995,1,Canada,"Ground beef, regular, 1 kilogram",3.73
1995,2,Canada,"Ground beef, regular, 1 kilogram",3.8
1995,3,Canada,"Ground beef, regular, 1 kilogram",3.76
1995,4,Canada,"Ground beef, regular, 1 kilogram",3.83
1995,5,Canada,"Ground beef, regular, 1 kilogram",3.79
1995,6,Canada,"Ground beef, regular, 1 kilogram",3.77
1995,7,Canada,"Ground beef, regular, 1 kilogram",3.72
1995,8,Canada,"Ground beef, regular, 1 kilogram",3.7
1995,9,Canada,"Ground beef, regular, 1 kilogram",3.74
1995,10,Canada,"Ground beef, regular, 1 kilogram",3.82
1995,11,Canada,"Ground beef, regular, 1 kilogram",3.8
1995,12,Canada,"Ground beef, regular, 1 kilogram",3.77
1996,1,Canada,"Ground beef, regular, 1 kilogram",3.74
1996,2,Canada,"Ground beef, regular, 1 kilogram",3.75
1996,3,Canada,"Ground beef, regular, 1 kilogram",3.73
1996,4,Canada,"Ground beef, regular, 1 kilogram",3.77
1996,5,Canada,"Ground beef, regular, 1 kilogram",3.67
1996,6,Canada,"Ground beef, regular, 1 kilogram",3.63
1996,7,Canada,"Ground beef, regular, 1 kilogram",3.57
1996,8,Canada,"Ground beef, regular, 1 kilogram",3.56
1996,9,Canada,"Ground beef, regular, 1 kilogram",3.59
1996,10,Canada,"Ground beef, regular, 1 kilogram",3.63
1996,11,Canada,"Ground beef, regular, 1 kilogram",3.72
1996,12,Canada,"Ground beef, regular, 1 kilogram",3.7
1997,1,Canada,"Ground beef, regular, 1 kilogram",3.68
1997,2,Canada,"Ground beef, regular, 1 kilogram",3.68
1997,3,Canada,"Ground beef, regular, 1 kilogram",3.67
1997,4,Canada,"Ground beef, regular, 1 kilogram",3.64
1997,5,Canada,"Ground beef, regular, 1 kilogram",3.65
1997,6,Canada,"Ground beef, regular, 1 kilogram",3.7
1997,7,Canada,"Ground beef, regular, 1 kilogram",3.66
1997,8,Canada,"Ground beef, regular, 1 kilogram",3.76
1997,9,Canada,"Ground beef, regular, 1 kilogram",3.63
1997,10,Canada,"Ground beef, regular, 1 kilogram",3.76
1997,11,Canada,"Ground beef, regular, 1 kilogram",3.78
1997,12,Canada,"Ground beef, regular, 1 kilogram",3.86
1998,1,Canada,"Ground beef, regular, 1 kilogram",3.68
1998,2,Canada,"Ground beef, regular, 1 kilogram",3.75
1998,3,Canada,"Ground beef, regular, 1 kilogram",3.71
1998,4,Canada,"Ground beef, regular, 1 kilogram",3.69
1998,5,Canada,"Ground beef, regular, 1 kilogram",3.73
1998,6,Canada,"Ground beef, regular, 1 kilogram",3.76
1998,7,Canada,"Ground beef, regular, 1 kilogram",3.75
1998,8,Canada,"Ground beef, regular, 1 kilogram",3.84
1998,9,Canada,"Ground beef, regular, 1 kilogram",3.81
1998,10,Canada,"Ground beef, regular, 1 kilogram",3.8
1998,11,Canada,"Ground beef, regular, 1 kilogram",3.84
1998,12,Canada,"Ground beef, regular, 1 kilogram",3.85
1999,1,Canada,"Ground beef, regular, 1 kilogram",3.74
1999,2,Canada,"Ground beef, regular, 1 kilogram",3.84
1999,3,Canada,"Ground beef, regular, 1 kilogram",3.88
1999,4,Canada,"Ground beef, regular, 1 kilogram",3.9
1999,5,Canada,"Ground beef, regular, 1 kilogram",3.87
1999,6,Canada,"Ground beef, regular, 1 kilogram",3.96
1999,7,Canada,"Ground beef, regular, 1 kilogram",3.9
1999,8,Canada,"Ground beef, regular, 1 kilogram",3.9
1999,9,Canada,"Ground beef, regular, 1 kilogram",3.96
1999,10,Canada,"Ground beef, regular, 1 kilogram",3.92
1999,11,Canada,"Ground beef, regular, 1 kilogram",3.93
1999,12,Canada,"Ground beef, regular, 1 kilogram",3.98
2000,1,Canada,"Ground beef, regular, 1 kilogram",4.05
2000,2,Canada,"Ground beef, regular, 1 kilogram",4.18
2000,3,Canada,"Ground beef, regular, 1 kilogram",4.21
2000,4,Canada,"Ground beef, regular, 1 kilogram",4.35
2000,5,Canada,"Ground beef, regular, 1 kilogram",4.33
2000,6,Canada,"Ground beef, regular, 1 kilogram",4.38
2000,7,Canada,"Ground beef, regular, 1 kilogram",4.44
2000,8,Canada,"Ground beef, regular, 1 kilogram",4.43
2000,9,Canada,"Ground beef, regular, 1 kilogram",4.45
2000,10,Canada,"Ground beef, regular, 1 kilogram",4.47
2000,11,Canada,"Ground beef, regular, 1 kilogram",4.51
2000,12,Canada,"Ground beef, regular, 1 kilogram",4.54
2001,1,Canada,"Ground beef, regular, 1 kilogram",4.61
2001,2,Canada,"Ground beef, regular, 1 kilogram",4.79
2001,3,Canada,"Ground beef, regular, 1 kilogram",5.07
2001,4,Canada,"Ground beef, regular, 1 kilogram",5.11
2001,5,Canada,"Ground beef, regular, 1 kilogram",5.12
2001,6,Canada,"Ground beef, regular, 1 kilogram",5.17
2001,7,Canada,"Ground beef, regular, 1 kilogram",5.16
2001,8,Canada,"Ground beef, regular, 1 kilogram",5.09
2001,9,Canada,"Ground beef, regular, 1 kilogram",5.15
2001,10,Canada,"Ground beef, regular, 1 kilogram",5.23
2001,11,Canada,"Ground beef, regular, 1 kilogram",5.2
2001,12,Canada,"Ground beef, regular, 1 kilogram",5.29
2002,1,Canada,"Ground beef, regular, 1 kilogram",5.35
2002,2,Canada,"Ground beef, regular, 1 kilogram",5.42
2002,3,Canada,"Ground beef, regular, 1 kilogram",5.32
2002,4,Canada,"Ground beef, regular, 1 kilogram",5.47
2002,5,Canada,"Ground beef, regular, 1 kilogram",5.38
2002,6,Canada,"Ground beef, regular, 1 kilogram",5.47
2002,7,Canada,"Ground beef, regular, 1 kilogram",5.33
2002,8,Canada,"Ground beef, regular, 1 kilogram",5.52
2002,9,Canada,"Ground beef, regular, 1 kilogram",5.45
2002,10,Canada,"Ground beef, regular, 1 kilogram",5.51
2002,11,Canada,"Ground beef, regular, 1 kilogram",5.44
2002,12,Canada,"Ground beef, regular, 1 kilogram",5.42
2003,1,Canada,"Ground beef, regular, 1 kilogram",5.61
2003,2,Canada,"Ground beef, regular, 1 kilogram",5.75
2003,3,Canada,"Ground beef, regular, 1 kilogram",5.7
2003,4,Canada,"Ground beef, regular, 1 kilogram",5.9
2003,5,Canada,"Ground beef, regular, 1 kilogram",5.84
2003,6,Canada,"Ground beef, regular, 1 kilogram",5.66
2003,7,Canada,"Ground beef, regular, 1 kilogram",5.21
2003,8,Canada,"Ground beef, regular, 1 kilogram",4.59
2003,9,Canada,"Ground beef, regular, 1 kilogram",4.48
2003,10,Canada,"Ground beef, regular, 1 kilogram",4.78
2003,11,Canada,"Ground beef, regular, 1 kilogram",5.1
2003,12,Canada,"Ground beef, regular, 1 kilogram",5.13
2004,1,Canada,"Ground beef, regular, 1 kilogram",5.08
2004,2,Canada,"Ground beef, regular, 1 kilogram",5.14
2004,3,Canada,"Ground beef, regular, 1 kilogram",5.21
2004,4,Canada,"Ground beef, regular, 1 kilogram",5.19
2004,5,Canada,"Ground beef, regular, 1 kilogram",5.19
2004,6,Canada,"Ground beef, regular, 1 kilogram",5.46
2004,7,Canada,"Ground beef, regular, 1 kilogram",5.53
2004,8,Canada,"Ground beef, regular, 1 kilogram",5.56
2004,9,Canada,"Ground beef, regular, 1 kilogram",5.61
2004,10,Canada,"Ground beef, regular, 1 kilogram",5.57
2004,11,Canada,"Ground beef, regular, 1 kilogram",5.64
2004,12,Canada,"Ground beef, regular, 1 kilogram",5.67
2005,1,Canada,"Ground beef, regular, 1 kilogram",5.58
2005,2,Canada,"Ground beef, regular, 1 kilogram",5.48
2005,3,Canada,"Ground beef, regular, 1 kilogram",5.61
2005,4,Canada,"Ground beef, regular, 1 kilogram",5.67
2005,5,Canada,"Ground beef, regular, 1 kilogram",5.63
2005,6,Canada,"Ground beef, regular, 1 kilogram",5.63
2005,7,Canada,"Ground beef, regular, 1 kilogram",5.64
2005,8,Canada,"Ground beef, regular, 1 kilogram",5.65
2005,9,Canada,"Ground beef, regular, 1 kilogram",5.6
2005,10,Canada,"Ground beef, regular, 1 kilogram",5.62
2005,11,Canada,"Ground beef, regular, 1 kilogram",5.69
2005,12,Canada,"Ground beef, regular, 1 kilogram",5.65
2006,1,Canada,"Ground beef, regular, 1 kilogram",5.61
2006,2,Canada,"Ground beef, regular, 1 kilogram",5.68
2006,3,Canada,"Ground beef, regular, 1 kilogram",5.6
2006,4,Canada,"Ground beef, regular, 1 kilogram",5.7
2006,5,Canada,"Ground beef, regular, 1 kilogram",5.66
2006,6,Canada,"Ground beef, regular, 1 kilogram",5.72
2006,7,Canada,"Ground beef, regular, 1 kilogram",5.72
2006,8,Canada,"Ground beef, regular, 1 kilogram",5.69
2006,9,Canada,"Ground beef, regular, 1 kilogram",5.96
2006,10,Canada,"Ground beef, regular, 1 kilogram",5.97
2006,11,Canada,"Ground beef, regular, 1 kilogram",5.91
2006,12,Canada,"Ground beef, regular, 1 kilogram",5.95
2007,1,Canada,"Ground beef, regular, 1 kilogram",5.87
2007,2,Canada,"Ground beef, regular, 1 kilogram",5.94
2007,3,Canada,"Ground beef, regular, 1 kilogram",5.84
2007,4,Canada,"Ground beef, regular, 1 kilogram",5.92
2007,5,Canada,"Ground beef, regular, 1 kilogram",5.9
2007,6,Canada,"Ground beef, regular, 1 kilogram",5.98
2007,7,Canada,"Ground beef, regular, 1 kilogram",5.92
2007,8,Canada,"Ground beef, regular, 1 kilogram",5.87
2007,9,Canada,"Ground beef, regular, 1 kilogram",5.98
2007,10,Canada,"Ground beef, regular, 1 kilogram",6.07
2007,11,Canada,"Ground beef, regular, 1 kilogram",5.98
2007,12,Canada,"Ground beef, regular, 1 kilogram",6.06
2008,1,Canada,"Ground beef, regular, 1 kilogram",5.84
2008,2,Canada,"Ground beef, regular, 1 kilogram",5.92
2008,3,Canada,"Ground beef, regular, 1 kilogram",5.98
2008,4,Canada,"Ground beef, regular, 1 kilogram",6.1
2008,5,Canada,"Ground beef, regular, 1 kilogram",6.31
2008,6,Canada,"Ground beef, regular, 1 kilogram",6.19
2008,7,Canada,"Ground beef, regular, 1 kilogram",6.13
2008,8,Canada,"Ground beef, regular, 1 kilogram",6.23
2008,9,Canada,"Ground beef, regular, 1 kilogram",6.52
2008,10,Canada,"Ground beef, regular, 1 kilogram",6.64
